ID,wk1,wk2,wk3,wk4,wk5,wk6,wk7,wk8,wk9,wk10,yr1,yr2,north,south,year,region
DB-Y60,0,0,1,1,1,1,0,1,0,0,0,1,0,1,2015,south
DB-Y59,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-Y58,0,0,0,1,1,1,1,1,0,0,0,1,0,1,2015,south
DB-Y57,0,0,0,1,0,0,0,1,1,0,0,1,0,1,2015,south
DB-Y56,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-Y54,0,1,1,1,1,1,1,1,1,1,0,1,0,1,2015,south
DB-Y53,0,0,0,0,0,1,1,0,1,0,0,1,0,1,2015,south
DB-Y52,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-Y51,0,0,0,1,1,1,1,1,1,1,0,1,0,1,2015,south
DB-Y49,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-Y48,0,0,0,1,1,1,1,0,1,0,0,1,0,1,2015,south
DB-Y47,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2015,south
DB-Y45,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2015,south
DB-Y44,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-Y43,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2015,south
DB-Y41,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-Y38,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2015,south
DB-Y37,0,0,1,0,0,1,1,1,1,0,0,1,0,1,2015,south
DB-Y33,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2015,south
DB-Y32,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-Y30,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2015,south
DB-Y27,0,0,1,0,1,0,1,1,0,0,0,1,0,1,2015,south
DB-Y26,0,0,0,0,0,0,1,1,1,1,0,1,0,1,2015,south
DB-Y25,0,0,1,1,1,1,0,0,0,0,0,1,0,1,2015,south
DB-Y24,0,0,0,1,1,0,1,0,1,0,0,1,0,1,2015,south
DB-Y23,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-Y22,0,0,1,1,0,1,1,0,1,0,0,1,0,1,2015,south
DB-Y21,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-Y20,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2015,south
DB-Y19,0,0,1,0,1,1,1,0,0,0,0,1,0,1,2015,south
DB-Y18,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2015,south
DB-Y17,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-Y14,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2015,south
DB-Y13,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-Y10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2015,south
DB-Y09,0,1,0,0,0,1,1,1,0,0,0,1,0,1,2015,south
DB-Y07,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2015,south
DB-Y06,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2015,south
DB-Y05,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2015,south
DB-Y04,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-Y03,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2015,south
DB-Y00,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2015,south
DB-X99,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-X98,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-X96,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2015,south
DB-X94,0,0,0,0,1,1,1,1,0,0,0,1,0,1,2015,south
DB-X93,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2015,south
DB-X92,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2015,south
DB-X90,0,0,1,1,0,0,0,1,0,0,0,1,0,1,2015,south
DB-X89,0,0,0,0,1,1,1,1,1,0,0,1,0,1,2015,south
DB-X88,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-X87,0,0,0,1,1,1,0,1,0,0,0,1,0,1,2015,south
DB-X86,0,0,1,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-X84,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-X83,0,0,1,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-X82,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-X80,0,0,0,0,0,1,1,1,0,0,0,1,0,1,2015,south
DB-X78,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2015,south
DB-X74,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-X73,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-X71,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2015,south
DB-X70,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2015,south
DB-X69,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-X68,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-X65,0,0,0,0,0,1,1,1,1,0,0,1,0,1,2015,south
DB-X64,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2015,south
DB-X62,0,0,0,0,1,1,1,1,0,0,0,1,0,1,2015,south
DB-X61,0,0,0,0,0,1,1,1,0,0,0,1,0,1,2015,south
DB-X59,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2015,south
DB-X58,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2015,south
DB-X57,0,0,1,0,1,1,1,0,1,1,0,1,0,1,2015,south
DB-X56,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2015,south
DB-X55,0,0,0,0,1,0,1,0,1,0,0,1,0,1,2015,south
DB-X54,0,0,1,0,1,1,1,0,0,0,0,1,0,1,2015,south
DB-X52,0,0,1,1,1,1,0,1,1,0,0,1,0,1,2015,south
DB-X51,0,0,0,0,1,0,0,1,1,0,0,1,0,1,2015,south
DB-X50,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2015,south
DB-X49,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-X48,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2015,south
DB-X46,0,0,0,0,1,1,0,1,0,0,0,1,0,1,2015,south
DB-X44,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2015,south
DB-X42,0,0,0,1,0,0,1,1,0,0,0,1,0,1,2015,south
DB-X41,0,0,0,1,1,0,0,1,1,0,0,1,0,1,2015,south
DB-X40,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2015,south
DB-X39,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2015,south
DB-X37,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-X35,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-X34,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2015,south
DB-X33,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-X32,0,0,1,1,1,0,0,0,1,0,0,1,0,1,2015,south
DB-X31,0,0,0,1,1,0,1,1,0,0,0,1,0,1,2015,south
DB-X30,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-X29,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2015,south
DB-X28,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-X27,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-X25,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-X22,0,1,1,0,1,0,0,0,1,0,0,1,0,1,2015,south
DB-X20,0,0,0,1,0,0,1,1,0,0,0,1,0,1,2015,south
DB-X18,0,0,1,0,0,0,1,0,1,0,0,1,0,1,2015,south
DB-X16,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2015,south
DB-X15,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2015,south
DB-X14,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-X10,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2015,south
DB-X09,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2015,south
DB-X07,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-X06,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-X04,0,0,0,0,0,0,0,1,1,1,0,1,0,1,2015,south
DB-X03,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-X02,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2015,south
DB-X01,0,0,1,1,1,0,1,1,1,0,0,1,0,1,2015,south
DB-W99,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2015,south
DB-W97,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-W95,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2015,south
DB-W93,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-W90,0,0,0,0,0,0,1,1,0,1,0,1,0,1,2015,south
DB-W89,0,0,0,0,0,0,1,1,1,1,0,1,0,1,2015,south
DB-W87,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-W86,0,0,0,1,0,0,1,1,0,0,0,1,0,1,2015,south
DB-W84,0,0,0,0,1,1,1,0,0,0,0,1,0,1,2015,south
DB-W82,0,0,0,0,1,1,1,1,1,0,0,1,0,1,2015,south
DB-W80,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2015,south
DB-W79,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-W78,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-W76,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-W75,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-W74,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-W71,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-W70,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2015,south
DB-W66,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-W65,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-W62,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-W61,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2015,south
DB-W59,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2015,south
DB-W58,0,0,0,0,0,1,0,1,1,0,0,1,0,1,2015,south
DB-W57,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2015,south
DB-W56,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2015,south
DB-W55,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-W53,0,0,0,1,0,1,1,1,0,0,0,1,0,1,2015,south
DB-W51,0,0,1,1,1,0,1,1,0,0,0,1,0,1,2015,south
DB-W50,0,0,0,0,1,1,1,0,0,0,0,1,0,1,2015,south
DB-W48,0,0,0,0,1,0,1,1,1,1,0,1,0,1,2015,south
DB-W47,0,0,0,0,1,1,1,1,1,0,0,1,0,1,2015,south
DB-W45,0,0,0,0,1,1,1,0,1,0,0,1,0,1,2015,south
DB-W44,0,0,0,0,1,1,1,1,0,0,0,1,0,1,2015,south
DB-W43,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2015,south
DB-W41,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-W40,0,0,0,0,1,0,1,1,1,0,0,1,0,1,2015,south
DB-W39,0,0,1,1,1,1,0,0,0,0,0,1,0,1,2015,south
DB-W37,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2015,south
DB-W36,0,0,0,0,1,1,1,0,0,0,0,1,0,1,2015,south
DB-W35,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2015,south
DB-W33,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-W32,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2015,south
DB-W29,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-W27,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-W25,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-W23,0,0,0,0,0,0,1,1,1,1,0,1,0,1,2015,south
DB-W22,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-W21,0,0,0,0,0,1,1,1,1,1,0,1,0,1,2015,south
DB-W20,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-W19,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2015,south
DB-W17,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2015,south
DB-W16,0,0,0,0,1,0,1,0,1,0,0,1,0,1,2015,south
DB-W14,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2015,south
DB-W13,0,0,0,0,1,1,1,1,1,1,0,1,0,1,2015,south
DB-W12,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-W11,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2015,south
DB-W09,0,0,0,0,1,1,0,0,1,0,0,1,0,1,2015,south
DB-W08,0,0,0,0,1,1,0,1,0,0,0,1,0,1,2015,south
DB-W07,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2015,south
DB-W06,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-W05,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2015,south
DB-W04,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-W03,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-W02,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-W00,0,0,0,0,0,1,1,0,1,0,0,1,0,1,2015,south
DB-V94,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-V86,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-V82,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-U99,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2015,south
DB-U96,0,0,0,0,0,1,0,0,1,1,0,1,0,1,2015,south
DB-U93,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2015,south
DB-U92,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2015,south
DB-U91,0,0,0,0,1,0,1,1,1,1,0,1,0,1,2015,south
DB-U89,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-U88,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-U86,0,0,0,0,1,1,1,1,0,0,0,1,0,1,2015,south
DB-U84,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-U82,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-U77,0,0,0,1,1,0,0,1,1,0,0,1,0,1,2015,south
DB-U76,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-U75,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2015,south
DB-U73,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-U72,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2015,south
DB-U69,0,0,0,0,0,1,1,1,1,1,0,1,0,1,2015,south
DB-U67,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-U66,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-U65,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-U63,0,0,0,0,0,1,0,1,1,0,0,1,0,1,2015,south
DB-U60,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-U58,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2015,south
DB-U53,0,0,0,0,1,1,1,1,1,0,0,1,0,1,2015,south
DB-U52,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2015,south
DB-U51,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-U50,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2015,south
DB-U48,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-U47,0,0,0,0,1,0,0,1,1,0,0,1,0,1,2015,south
DB-U33,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2015,south
DB-U30,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-U29,0,0,0,0,1,1,1,0,0,0,0,1,0,1,2015,south
DB-U28,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2015,south
DB-U25,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-U23,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-U22,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-U19,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2015,south
DB-U18,0,0,0,0,0,0,0,1,1,1,0,1,0,1,2015,south
DB-U15,0,0,0,0,0,1,1,1,0,0,0,1,0,1,2015,south
DB-U14,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-U13,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-U12,0,0,0,0,1,0,1,1,1,0,0,1,0,1,2015,south
DB-U11,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-U10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2015,south
DB-U09,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2015,south
DB-U07,0,0,0,0,1,0,1,0,0,1,0,1,0,1,2015,south
DB-U06,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-U05,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-U04,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-U03,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2015,south
DB-U00,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-T97,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-T93,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2015,south
DB-T92,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-T90,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-T87,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2015,south
DB-T83,0,0,0,0,1,1,1,1,0,0,0,1,0,1,2015,south
DB-T81,0,0,0,0,1,0,1,1,0,1,0,1,0,1,2015,south
DB-T80,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-T77,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-T76,0,0,0,1,0,0,0,1,1,0,0,1,0,1,2015,south
DB-T74,0,0,1,0,0,1,1,1,1,0,0,1,0,1,2015,south
DB-T70,0,0,0,0,1,1,1,0,0,0,0,1,0,1,2015,south
DB-T67,0,0,0,1,0,1,0,1,0,0,0,1,0,1,2015,south
DB-T66,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2015,south
DB-T65,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2015,south
DB-T62,0,0,0,1,1,1,0,1,0,0,0,1,0,1,2015,south
DB-T61,0,0,0,0,0,0,1,1,0,1,0,1,0,1,2015,south
DB-T60,0,0,1,0,0,1,1,0,1,1,0,1,0,1,2015,south
DB-T59,0,0,0,0,0,1,0,1,1,0,0,1,0,1,2015,south
DB-T58,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2015,south
DB-T57,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2015,south
DB-T52,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-T51,0,0,0,1,0,0,1,0,1,0,0,1,0,1,2015,south
DB-T47,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-T46,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-T45,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-T44,0,0,1,0,1,0,1,1,1,0,0,1,0,1,2015,south
DB-T42,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2015,south
DB-T41,0,0,0,0,1,1,0,1,0,0,0,1,0,1,2015,south
DB-T39,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2015,south
DB-T38,0,0,0,0,1,1,0,1,1,1,0,1,0,1,2015,south
DB-T36,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2015,south
DB-T32,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2015,south
DB-T31,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2015,south
DB-T27,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2015,south
DB-T25,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2015,south
DB-T24,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-T23,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2015,south
DB-T22,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2015,south
DB-T21,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-T16,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-T14,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-T13,0,0,0,0,1,1,1,1,1,1,0,1,0,1,2015,south
DB-T10,0,0,0,1,1,1,0,1,1,0,0,1,0,1,2015,south
DB-T08,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-T07,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2015,south
DB-T06,0,0,0,0,1,0,1,1,0,1,0,1,0,1,2015,south
DB-T04,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-T03,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2015,south
DB-T02,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2015,south
DB-T01,0,0,0,1,0,1,1,1,0,0,0,1,0,1,2015,south
DB-T00,0,0,0,1,0,0,0,1,0,1,0,1,0,1,2015,south
DB-S94,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2015,south
DB-S93,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2015,south
DB-S92,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2015,south
DB-S91,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2015,south
DB-S90,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-S89,0,0,0,0,1,1,1,0,1,0,0,1,0,1,2015,south
DB-S88,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-S84,0,0,0,1,0,1,1,1,1,0,0,1,0,1,2015,south
DB-S83,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-S82,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2015,south
DB-S81,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2015,south
DB-S80,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-S79,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-S77,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-S75,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-S74,0,0,0,0,0,1,1,1,1,0,0,1,0,1,2015,south
DB-S73,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2015,south
DB-S71,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-S68,0,0,0,0,1,1,1,1,1,0,0,1,0,1,2015,south
DB-S65,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-S64,0,0,0,1,0,0,1,1,0,0,0,1,0,1,2015,south
DB-S63,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-S62,0,0,0,0,1,1,1,1,1,1,0,1,0,1,2015,south
DB-S61,0,0,0,1,0,0,0,1,1,0,0,1,0,1,2015,south
DB-S60,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-S57,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2015,south
DB-S55,0,0,0,1,0,1,0,1,0,1,0,1,0,1,2015,south
DB-S54,0,0,0,0,0,1,1,1,0,0,0,1,0,1,2015,south
DB-S53,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2015,south
DB-S52,0,0,0,0,1,1,1,1,1,1,0,1,0,1,2015,south
DB-S50,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-S49,0,0,0,0,1,1,1,0,0,0,0,1,0,1,2015,south
DB-S48,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-S46,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-S45,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2015,south
DB-S44,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,south
DB-S43,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2015,south
DB-S42,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,south
DB-S41,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-S36,0,0,0,1,1,1,0,0,0,0,0,1,0,1,2015,south
DB-S33,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2015,south
DB-S32,0,0,0,0,0,1,1,1,1,0,0,1,0,1,2015,south
DB-S31,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2015,south
DB-S26,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2015,south
DB-S22,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2015,south
